Resume,Interests,Skills,Masters,UG_Specialization,Career_Path
Understand human behaviour Active Listening;People management;Civil & Criminal Law;Negotiation skills;Machine Learning skills Statistics Advocate  No,Understand human behaviour,Active Listening;People management;Civil & Criminal Law;Negotiation skills;Machine Learning skills,,Statistics,Machine Learning Engineer
"Research, Sales/Marketing, Technology, Entrepreneurship Analytic Thinking, Product Knowledge, Team work, Logical Skills Criminal manual Sales Executive No","Research, Sales/Marketing, Technology, Entrepreneurship","Analytic Thinking, Product Knowledge, Team work, Logical Skills",,Criminal manual,Sales & Marketing Executive
Research;Technology;Supply Chain Analysis;Govt. Job Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Writing skills;Social Media Marketing;Presentation Skills;Hospitality;HR;Client management Mechanical Engineering  No,Research;Technology;Supply Chain Analysis;Govt. Job,Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Writing skills;Social Media Marketing;Presentation Skills;Hospitality;HR;Client management,,Mechanical Engineering,Management Professional
Research;Teaching;Technology;Trading Accounting Skills;Active Listening;Communication skills;Product knowledge;Problem Solving skills Electrical and Electronics Engineering Electrician No,Research;Teaching;Technology;Trading,Accounting Skills;Active Listening;Communication skills;Product knowledge;Problem Solving skills,,Electrical and Electronics Engineering,Product Manager
Research;Teaching;Technology;Trading;Understand human behaviour;Understand human body;Data scientist;Market reserach;Social media marketing;Industires Programming Language skills;Critical Thinking;Analytical Skills;Problem Solving skills;Python;Medical knowledge;MATLAB;Teaching Electrical and Electronics Engineering Assistant Professor No M.Tech-Heat Power Engineering and PhD-Mechanical Engineering,Research;Teaching;Technology;Trading;Understand human behaviour;Understand human body;Data scientist;Market reserach;Social media marketing;Industires,Programming Language skills;Critical Thinking;Analytical Skills;Problem Solving skills;Python;Medical knowledge;MATLAB;Teaching,M.Tech-Heat Power Engineering and PhD-Mechanical Engineering ,Electrical and Electronics Engineering,Academic / Teacher
Market reserach;SAP Consultant in MM;Project Management Business Knowledge;Analytical Skills;Finance related skills;Problem Solving skills;Risk management skills;Presentation Skills Mechanical Engineering Project Manager PMP,Market reserach;SAP Consultant in MM;Project Management,Business Knowledge;Analytical Skills;Finance related skills;Problem Solving skills;Risk management skills;Presentation Skills,,Mechanical Engineering,Management Professional
Data analytics Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;R;Python;Artificial Intelligence Electrical and Electronics Engineering Mechanical design engineer  Data science using python and R programming  Master in Design (Mechanical)&professional Data science,Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;R;Python;Artificial Intelligence,Master in Design (Mechanical)&professional Data science ,Electrical and Electronics Engineering,Data Scientist
"Trading,Web Designing,Content Writing,Web development,Social media marketing C++;Hadoop;Java;SQL;Core Java;JavaScript;PL/SQL;Informatica Mechanical engineering  System Engineer C++ Masters in Computer Science","Trading,Web Designing,Content Writing,Web development,Social media marketing",C++;Hadoop;Java;SQL;Core Java;JavaScript;PL/SQL;Informatica,Masters in Computer Science ,Mechanical engineering ,Web Developer
Financial Analysis Accounting Skills Computer Science Engineering Student (Unemployed) No Masters in Accounting,Financial Analysis,Accounting Skills,Masters in Accounting,Computer Science Engineering,Finance Analyst
"Entrepreneurship Active Listening, Python, Gathering Informing, Programming Accountancy Mechanical Engineer Organic farming Masters in Science",Entrepreneurship,"Active Listening, Python, Gathering Informing, Programming",Masters in Science,Accountancy,Data Scientist
"Financial Analysis;Social causes;Information Technology;Agriculture, services;Excel Accounting Skills;Finance related skills;Civil & Criminal Law;Negotiation skills;Risk management skills Agriculture CS Company Secretary","Financial Analysis;Social causes;Information Technology;Agriculture, services;Excel",Accounting Skills;Finance related skills;Civil & Criminal Law;Negotiation skills;Risk management skills,,Agriculture,Finance Analyst
"Data Analytics JavaScript,Python Company law Software Developer JavaScript,Python",Data Analytics,"JavaScript,Python",,Company law,Data Scientist
Research Subject Knowledge Electrical and Electronics Engineering  PGDCA,Research,Subject Knowledge,,Electrical and Electronics Engineering,Electrical Engineer
Data Analytics Javascript Physics Associate Software Engineer Javascript,Data Analytics,Javascript,,Physics,Data Scientist
Technology Python Computer Science Engineering Student (Unemployed) No,Technology,Python,,Computer Science Engineering,Data Scientist
"Technology;Information Technology  Hardware skills;Programming Language skills;Communication skills;Problem Solving skills;Risk management skills;Writing skills;Presentation Skills;Linux;Python;Java;Cloud Computing Computer Applications Software Engineer No Yes, Master's in IT, specialisation in networking and cyber security",Technology;Information Technology ,Hardware skills;Programming Language skills;Communication skills;Problem Solving skills;Risk management skills;Writing skills;Presentation Skills;Linux;Python;Java;Cloud Computing,"Yes, Master's in IT, specialisation in networking and cyber security ",Computer Applications,Software Developer
"Financial Analysis 
Teamwork;Time Management;Company Secretarial Work;Legal Compliance;Communication;TeamLeadership;Interpersonal Skills;Presentations;Interpersonal Communication;Companies Act;Indirect Taxation Computer Science Engineering Company Secretary Companies Act;Indirect Taxation Company Secretary Professional(
(The Institute of Company Secretaries of India)",Financial Analysis,"
Teamwork;Time Management;Company Secretarial Work;Legal Compliance;Communication;TeamLeadership;Interpersonal Skills;Presentations;Interpersonal Communication;Companies Act;Indirect Taxation","Company Secretary Professional(
(The Institute of Company Secretaries of India)",Computer Science Engineering,Lawyer / Legal Associate
Teaching;Technology;Data analytics;Govt. Job;Data scientist;All fields related to Data science.;Design;Machine Learning;Navy Defence related;Oil and Gas Accounting Skills;Active Listening;Critical Thinking;Analytical Skills;People management;Communication skills;Problem Solving skills;Python;Teaching Accounting&Finance Operation & Maintenance Engineer  Professional Certification Program - Data Science and AI,Teaching;Technology;Data analytics;Govt. Job;Data scientist;All fields related to Data science.;Design;Machine Learning;Navy Defence related;Oil and Gas,Accounting Skills;Active Listening;Critical Thinking;Analytical Skills;People management;Communication skills;Problem Solving skills;Python;Teaching,,Accounting&Finance,Data Scientist
Financial Analysis Financial Modeling;Financial Analysis; Electrical Machines Financial Analyst Financial Modelling,Financial Analysis,Financial Modeling;Financial Analysis;,,Electrical Machines,Electrical Engineer
"Research,Understand human body,BioTechnology 
Microbiology; cell culture ;molecular Biology; bioprocess;
Katte virus Finance Research Associate Antimicrobial Resistance - Theory and Methods ;  Cancer Metastasis; 
Fundamentals of Immunology: T Cells and Signaling;
Fundamentals of Immunology: Innate Immunity and B-Cell Function;
Drug Discovery;Drug Delivery Principles and Engineering","Research,Understand human body,BioTechnology","
Microbiology; cell culture ;molecular Biology; bioprocess;
Katte virus",,Finance,Biotech/Pharma Associate
"Data Analytics Analytic Thinking, SQL, Oracle, Communication Skills, Work under Pressure, Leadership, Excel, Interpersonal Skills, Problem Solving skills, Reporting Biotechnology Data Analyst Six Sigma Principles",Data Analytics,"Analytic Thinking, SQL, Oracle, Communication Skills, Work under Pressure, Leadership, Excel, Interpersonal Skills, Problem Solving skills, Reporting",,Biotechnology,Data Scientist
Information Technology Cloud Computing Automobile Engineering Trainee Developer Azure,Information Technology,Cloud Computing,,Automobile Engineering,Cloud/DevOps Engineer
Sales/Marketing Accounting Skills Accountancy Student (Unemployed) No Masters in Accounting,Sales/Marketing,Accounting Skills,Masters in Accounting,Accountancy,Sales & Marketing Executive
Technology Gathering Informing Data Structures & Algorithm Student (Unemployed) No,Technology,Gathering Informing,,Data Structures & Algorithm,Data Scientist
"Research, Technology, Entrepreneurship, Understand Human Body Active Listening, Critical Thinking, Analytic Thinking, Negotiation Skills, Presentation Skills, Problem Solving skills, Writing, Observation Skills, Subject Knowledge Biotechnology Student (Unemployed) No Masters in Biotechnology","Research, Technology, Entrepreneurship, Understand Human Body","Active Listening, Critical Thinking, Analytic Thinking, Negotiation Skills, Presentation Skills, Problem Solving skills, Writing, Observation Skills, Subject Knowledge",Masters in Biotechnology,Biotechnology,Content Writer
